event_id,user_id,product_id,event_type,event_date,session_id,platform
8414,8695,26,page_view,2023-07-09,9086,App
8415,1994,76,checkout,2023-10-17,36476,App
8416,8417,364,product_view,2023-08-31,45725,App
8417,522,319,add_to_cart,2023-02-02,44774,Mobile Web
8418,2976,383,purchase,2023-01-10,30227,Web
8419,7494,436,checkout,2023-08-17,21121,Mobile Web
8420,9683,45,add_to_cart,2023-07-09,11415,Mobile Web
8421,7615,274,purchase,2023-08-02,25640,App
8422,5865,122,checkout,2023-05-07,30660,Web
8423,4843,312,product_view,2023-04-18,6745,App
8424,1157,335,checkout,2023-06-17,25410,App
8425,7793,164,product_view,2023-12-19,3330,App
8426,654,346,product_view,2023-04-30,22173,Web
8427,2609,294,product_view,2023-06-10,8893,Web
8428,4875,182,checkout,2023-11-21,39573,Web
8429,8351,330,add_to_cart,2023-09-01,15256,Web
8430,7106,408,product_view,2023-05-24,25370,App
8431,138,149,page_view,2023-10-12,7029,Web
8432,533,199,page_view,2023-06-24,49829,App
8433,3374,173,product_view,2023-10-23,20213,App
8434,6879,390,add_to_cart,2023-06-19,48154,App
8435,8907,367,page_view,2023-12-24,28031,Mobile Web
8436,3146,174,add_to_cart,2023-04-10,29820,Mobile Web
8437,6676,438,add_to_cart,2023-03-07,18660,Web
8438,2325,289,page_view,2023-06-14,35420,Mobile Web
8439,8613,405,page_view,2023-11-20,46055,App
8440,6030,448,add_to_cart,2023-10-21,19178,App
8441,4165,405,add_to_cart,2023-04-28,5088,App
8442,1176,306,product_view,2023-12-29,13410,Mobile Web
8443,720,137,page_view,2023-10-31,6294,Web
8444,9879,317,page_view,2023-11-09,368,App
8445,3572,120,add_to_cart,2023-05-02,1089,Mobile Web
8446,5840,252,product_view,2023-05-08,38639,App
8447,180,116,page_view,2023-09-08,34817,App
8448,7667,414,page_view,2023-10-16,6392,App
8449,1773,50,product_view,2023-08-29,36456,App
8450,8,28,checkout,2023-01-10,39997,App
8451,6246,240,page_view,2023-06-10,24078,Web
8452,5777,85,product_view,2023-09-19,41123,Web
8453,4101,74,checkout,2023-02-18,40686,Mobile Web
8454,2888,71,page_view,2023-07-16,4648,Mobile Web
8455,7547,377,page_view,2023-03-17,15806,App
8456,6750,151,purchase,2023-11-16,45282,App
8457,7897,55,purchase,2023-06-14,31841,App
8458,3756,125,product_view,2023-02-11,26484,Web
8459,973,358,product_view,2023-09-28,6533,Mobile Web
8460,5956,281,page_view,2023-09-09,27788,App
8461,6794,15,page_view,2023-08-25,11199,Web
8462,5276,91,product_view,2023-11-05,5838,Mobile Web
8463,7468,3,purchase,2023-05-17,33723,App
8464,4607,359,page_view,2023-02-04,8817,App
8465,2327,250,page_view,2023-08-19,19986,App
8466,7005,402,page_view,2023-07-19,405,App
8467,3439,329,product_view,2023-04-09,29682,Mobile Web
8468,5653,197,product_view,2023-05-22,45902,Mobile Web
8469,7042,128,product_view,2023-12-31,886,Web
8470,5003,345,page_view,2023-03-15,35563,App
8471,5750,335,checkout,2023-07-06,8016,App
8472,1874,124,page_view,2023-01-31,49662,Mobile Web
8473,397,463,checkout,2023-08-31,12838,Mobile Web
8474,2349,144,add_to_cart,2023-05-07,49083,App
8475,5960,230,product_view,2023-04-25,14476,App
8476,3466,152,page_view,2023-11-21,8591,Mobile Web
8477,4699,293,page_view,2023-01-02,42832,Web
8478,6737,78,product_view,2023-06-17,18917,Web
8479,4312,497,page_view,2023-07-02,6949,App
8480,7957,479,add_to_cart,2023-11-14,38458,Web
8481,1,287,add_to_cart,2023-09-05,26221,Web
8482,7312,106,page_view,2023-10-15,553,Web
8483,5370,428,product_view,2023-03-16,41273,App
8484,1195,277,page_view,2023-05-20,2182,Mobile Web
8485,1100,406,checkout,2023-06-13,17254,Mobile Web
8486,3552,173,page_view,2023-09-06,19258,Mobile Web
8487,762,85,product_view,2023-06-10,24513,Web
8488,7618,123,add_to_cart,2023-11-06,7438,App
8489,8288,289,product_view,2023-10-02,29116,App
8490,9766,225,page_view,2023-04-13,12254,Mobile Web
8491,5467,100,page_view,2023-11-27,44408,Web
8492,6127,479,page_view,2023-04-07,9998,Web
8493,8459,445,product_view,2023-11-02,24122,Web
8494,1122,208,product_view,2023-11-06,35657,App
8495,2605,368,page_view,2023-03-03,25426,App
8496,6810,94,product_view,2023-06-01,6313,Web
8497,3206,144,product_view,2023-02-01,39569,Web
8498,4651,139,product_view,2023-04-10,37812,App
8499,9310,375,page_view,2023-09-26,38859,Web
8500,7904,313,add_to_cart,2023-09-16,42160,Mobile Web
8501,5137,420,product_view,2023-05-25,12465,Mobile Web
8502,9845,245,product_view,2023-05-08,47130,Mobile Web
8503,5261,239,purchase,2023-07-12,45125,App
8504,2096,37,purchase,2023-08-05,40573,App
8505,2843,218,product_view,2023-12-25,10133,Web
8506,6714,421,page_view,2023-01-06,4793,App
8507,2301,268,product_view,2023-06-02,18457,App
8508,1727,302,purchase,2023-05-14,47959,Web
8509,513,44,product_view,2023-04-15,21253,Web
8510,6891,68,page_view,2023-03-15,46097,Mobile Web
8511,796,252,page_view,2023-06-01,41591,Mobile Web
8512,4960,215,page_view,2023-01-13,49096,Web
8513,9819,353,add_to_cart,2023-01-15,6069,App
8514,3282,244,product_view,2023-11-30,24223,Web
8515,7910,37,page_view,2023-11-26,8942,Web
8516,5885,23,product_view,2023-08-04,1594,Web
8517,9257,224,add_to_cart,2023-02-10,34978,Mobile Web
8518,8554,107,product_view,2023-07-08,36549,Web
8519,2999,19,page_view,2023-08-27,5642,App
8520,752,125,purchase,2023-03-17,9436,Mobile Web
8521,1337,178,product_view,2023-08-17,34693,App
8522,9494,212,add_to_cart,2023-11-17,21730,App
8523,4418,7,page_view,2023-07-15,10760,Web
8524,1961,111,product_view,2023-10-12,28814,App
8525,4651,498,page_view,2023-03-22,32670,App
8526,3106,32,page_view,2023-11-01,22565,Web
8527,2,455,product_view,2023-08-16,2755,App
8528,750,296,page_view,2023-06-10,19987,Web
8529,7739,6,page_view,2023-02-25,21863,App
8530,2849,416,product_view,2023-05-21,33690,Web
8531,7620,393,page_view,2023-08-22,8605,Mobile Web
8532,3602,300,checkout,2023-05-22,7463,App
8533,9226,305,page_view,2023-04-12,287,Mobile Web
8534,8626,154,add_to_cart,2023-12-28,36392,App
8535,618,219,page_view,2023-11-07,613,Web
8536,5342,210,page_view,2023-08-21,12859,Mobile Web
8537,8982,52,checkout,2023-05-26,16282,App
8538,3623,344,page_view,2023-03-25,31851,App
8539,4417,35,checkout,2023-10-28,37916,App
8540,8990,251,purchase,2023-03-07,35005,Web
8541,9971,472,add_to_cart,2023-06-15,2384,Mobile Web
8542,2927,404,page_view,2023-01-09,14498,App
8543,5240,299,add_to_cart,2023-03-05,10678,App
8544,5663,309,page_view,2023-01-27,27929,App
8545,5863,115,add_to_cart,2023-06-17,11095,Mobile Web
8546,652,236,purchase,2023-10-10,917,Web
8547,9489,438,page_view,2023-09-02,16526,Mobile Web
8548,472,336,page_view,2023-07-08,21013,App
8549,8028,147,purchase,2023-03-14,28093,Web
8550,4852,73,product_view,2023-06-11,5164,Mobile Web
8551,1319,118,add_to_cart,2023-07-12,25672,App
8552,4975,81,product_view,2023-10-09,22711,Mobile Web
8553,9176,330,product_view,2023-01-14,32797,App
8554,4744,67,product_view,2023-11-18,12520,Mobile Web
8555,2651,304,product_view,2023-08-11,48490,App
8556,3610,104,page_view,2023-11-27,41204,App
8557,9804,82,purchase,2023-06-15,37588,App
8558,7993,11,checkout,2023-07-22,47103,App
8559,207,248,page_view,2023-04-02,31173,Web
8560,4885,106,purchase,2023-06-17,18831,App
8561,3237,374,page_view,2023-11-10,37667,Web
8562,124,411,add_to_cart,2023-01-18,45059,Web
8563,6021,68,page_view,2023-11-26,16031,App
8564,4369,383,purchase,2023-05-25,44663,App
8565,8666,301,add_to_cart,2023-06-15,49589,Mobile Web
8566,354,242,product_view,2023-10-17,28959,App
8567,2145,445,purchase,2023-10-19,2568,App
8568,8729,35,product_view,2023-01-21,10293,App
8569,1085,130,add_to_cart,2023-09-19,16633,App
8570,1118,394,product_view,2023-01-29,9428,App
8571,962,383,checkout,2023-03-09,13289,App
8572,758,365,page_view,2023-09-12,4261,Mobile Web
8573,7821,20,product_view,2023-02-02,26230,App
8574,1789,245,page_view,2023-02-04,3202,App
8575,1320,223,product_view,2023-03-13,13294,App
8576,682,187,product_view,2023-03-19,22920,App
8577,9044,108,page_view,2023-02-22,376,Web
8578,6091,357,page_view,2023-09-25,19284,Mobile Web
8579,750,369,page_view,2023-03-25,28000,Web
8580,8089,249,page_view,2023-05-01,41752,App
8581,9055,81,page_view,2023-02-17,16819,App
8582,2347,91,product_view,2023-07-04,13540,App
8583,708,379,page_view,2023-07-02,12803,Mobile Web
8584,3968,325,add_to_cart,2023-06-23,47434,Mobile Web
8585,2716,402,product_view,2023-02-11,9779,App
8586,9112,340,page_view,2023-07-31,28278,Web
8587,9533,69,checkout,2023-06-25,6998,App
8588,7036,38,page_view,2023-02-05,29152,Web
8589,7813,489,page_view,2023-09-10,9373,App
8590,8033,19,add_to_cart,2023-07-25,16335,Mobile Web
8591,9867,367,product_view,2023-10-07,17600,Mobile Web
8592,8456,265,page_view,2023-02-01,13252,Mobile Web
8593,480,115,product_view,2023-09-26,42136,App
8594,6665,146,checkout,2023-08-02,44246,Web
8595,7211,438,page_view,2023-11-25,48945,App
8596,1120,165,product_view,2023-07-22,40866,Mobile Web
8597,9610,125,product_view,2023-12-22,3668,App
8598,4620,64,page_view,2023-03-21,24682,App
8599,8594,55,checkout,2023-10-08,31272,Mobile Web
8600,1495,112,page_view,2023-02-15,44162,App
8601,2700,67,add_to_cart,2023-04-17,3993,Web
8602,3851,249,add_to_cart,2023-08-18,47413,Web
8603,3938,476,page_view,2023-03-23,29216,App
8604,6427,497,checkout,2023-03-01,5870,Web
8605,4629,131,product_view,2023-05-14,8154,App
8606,8138,397,page_view,2023-04-27,39797,App
8607,6906,76,product_view,2023-05-03,31065,App
8608,3149,110,page_view,2023-01-29,11467,Web
8609,7913,125,page_view,2023-11-27,32813,Mobile Web
8610,8902,261,page_view,2023-12-16,43207,App
8611,5788,208,page_view,2023-10-13,12967,Web
8612,1940,107,product_view,2023-01-13,44665,App
8613,9172,435,product_view,2023-01-27,35223,Mobile Web
8614,8617,275,purchase,2023-11-26,40289,Mobile Web
8615,5124,457,page_view,2023-12-24,38767,App
8616,4180,190,page_view,2023-04-26,22767,App
8617,792,283,page_view,2023-09-03,47181,App
8618,4753,330,page_view,2023-01-22,21412,App
8619,4153,409,page_view,2023-01-22,18506,Mobile Web
8620,1636,310,page_view,2023-04-23,16984,Mobile Web
8621,9161,45,page_view,2023-04-30,26718,App
8622,4497,268,page_view,2023-03-20,10032,Mobile Web
8623,952,265,purchase,2023-03-12,25011,Web
8624,6080,27,product_view,2023-09-14,1952,App
8625,522,54,add_to_cart,2023-06-13,37150,App
8626,6066,102,checkout,2023-06-15,37199,App
8627,1975,154,product_view,2023-07-18,15206,App
8628,6414,289,add_to_cart,2023-11-21,28652,Web
8629,1883,412,page_view,2023-12-10,26591,App
8630,5462,145,page_view,2023-07-22,9283,App
8631,6284,494,add_to_cart,2023-01-10,42750,Mobile Web
8632,5098,19,page_view,2023-09-19,11625,App
8633,6408,345,page_view,2023-05-29,36595,App
8634,4545,296,product_view,2023-09-10,607,App
8635,7395,298,add_to_cart,2023-01-13,17114,Web
8636,3132,307,page_view,2023-12-09,8534,App
8637,5175,116,page_view,2023-12-23,43920,App
8638,4096,447,page_view,2023-08-01,39688,Mobile Web
8639,8714,46,add_to_cart,2023-10-09,45122,Mobile Web
8640,4322,151,page_view,2023-02-04,27669,Mobile Web
8641,6260,275,page_view,2023-01-21,36956,Web
8642,5460,313,product_view,2023-04-13,15907,Web
8643,5227,117,page_view,2023-10-29,35727,App
8644,5639,187,page_view,2023-01-19,14924,App
8645,6677,336,purchase,2023-04-17,9132,Mobile Web
8646,7932,25,page_view,2023-04-28,18608,App
8647,6475,81,product_view,2023-10-26,25768,Web
8648,4652,461,page_view,2023-09-09,15783,App
8649,8415,457,page_view,2023-01-04,22407,Mobile Web
8650,5330,220,page_view,2023-06-28,22705,Web
8651,9942,31,page_view,2023-12-26,40226,Web
8652,7973,244,page_view,2023-02-11,34307,Mobile Web
8653,2476,199,page_view,2023-10-25,22196,App
8654,3137,199,add_to_cart,2023-07-08,3063,App
8655,9074,238,page_view,2023-09-18,19297,Web
8656,6662,356,page_view,2023-03-26,40416,App
8657,2342,457,product_view,2023-07-23,44356,Web
8658,221,147,page_view,2023-04-19,20314,App
8659,6571,76,product_view,2023-03-19,14952,App
8660,2361,484,add_to_cart,2023-10-02,4135,Mobile Web
8661,5835,411,page_view,2023-01-04,24362,App
8662,5584,418,product_view,2023-11-18,38417,App
8663,3649,384,page_view,2023-11-15,4099,App
8664,252,346,purchase,2023-05-25,20459,App
8665,6839,384,product_view,2023-05-17,46031,Web
8666,5232,166,product_view,2023-10-12,6144,Web
8667,1788,406,product_view,2023-07-11,20466,App
8668,280,341,purchase,2023-09-19,24898,App
8669,4390,71,add_to_cart,2023-07-18,29023,Web
8670,5635,422,page_view,2023-03-23,7127,App
8671,6312,254,page_view,2023-04-14,47254,Mobile Web
8672,2102,71,page_view,2023-11-08,40638,App
8673,3650,287,add_to_cart,2023-05-12,8911,App
8674,9843,421,page_view,2023-06-21,23136,App
8675,6870,236,checkout,2023-04-11,30660,App
8676,5742,334,product_view,2023-06-17,25501,Mobile Web
8677,24,59,product_view,2023-05-14,44694,App
8678,7262,288,add_to_cart,2023-07-21,23482,Web
8679,8448,251,page_view,2023-03-03,49888,App
8680,9430,90,page_view,2023-11-30,6026,Web
8681,3943,456,page_view,2023-05-27,4505,App
8682,1064,462,page_view,2023-08-20,25752,Web
8683,8987,207,checkout,2023-01-15,38865,App
8684,9679,382,checkout,2023-08-17,19933,Web
8685,2484,447,page_view,2023-11-05,48744,App
8686,7717,145,add_to_cart,2023-11-30,30665,Web
8687,5110,313,page_view,2023-12-10,12409,App
8688,1235,402,page_view,2023-09-20,27563,Mobile Web
8689,7627,63,add_to_cart,2023-07-27,4756,App
8690,2292,432,checkout,2023-04-15,343,App
8691,8954,346,product_view,2023-04-05,40779,App
8692,4239,464,product_view,2023-02-27,22321,App
8693,1785,166,add_to_cart,2023-01-22,13018,App
8694,8512,102,checkout,2023-07-18,2735,App
8695,3993,261,add_to_cart,2023-02-24,7676,Mobile Web
8696,4529,441,product_view,2023-04-16,17935,Mobile Web
8697,3651,101,add_to_cart,2023-04-13,42312,Mobile Web
8698,7403,210,add_to_cart,2023-10-19,43682,App
8699,2780,311,checkout,2023-06-02,7018,Web
8700,3616,168,product_view,2023-12-20,25946,Mobile Web
8701,6347,224,product_view,2023-12-12,49367,Mobile Web
8702,1997,463,page_view,2023-04-20,41923,Mobile Web
8703,9489,90,page_view,2023-10-31,47364,App
8704,8036,234,checkout,2023-06-05,40619,App
8705,6110,131,page_view,2023-07-04,3356,App
8706,110,370,product_view,2023-08-26,41606,Web
8707,412,193,page_view,2023-01-28,45558,Web
8708,71,337,product_view,2023-11-28,113,App
8709,3728,330,purchase,2023-11-17,24229,Mobile Web
8710,718,125,add_to_cart,2023-04-28,413,App
8711,5477,399,page_view,2023-10-18,22977,App
8712,6814,294,page_view,2023-05-10,20455,Web
8713,719,109,page_view,2023-04-22,4176,App
8714,7737,131,product_view,2023-09-19,43739,Web
8715,7736,58,page_view,2023-01-13,42583,App
8716,8319,364,checkout,2023-06-08,46635,Mobile Web
8717,8618,273,product_view,2023-01-07,28099,App
8718,7243,261,checkout,2023-04-21,27849,Web
8719,2326,253,add_to_cart,2023-04-03,31094,App
8720,2436,254,page_view,2023-06-20,40747,App
8721,2819,433,page_view,2023-04-16,27800,Web
8722,536,222,product_view,2023-09-13,21164,Web
8723,6452,301,page_view,2023-07-18,31249,App
8724,7747,48,page_view,2023-06-17,21763,App
8725,5173,60,purchase,2023-08-23,9064,Web
8726,9337,121,page_view,2023-07-20,10539,Web
8727,9914,212,page_view,2023-11-05,24269,App
8728,3491,465,checkout,2023-03-26,28968,Web
8729,3871,266,product_view,2023-09-09,34365,App
8730,1780,389,product_view,2023-09-03,28231,Web
8731,3148,255,product_view,2023-10-15,27668,App
8732,906,70,add_to_cart,2023-11-02,44162,App
8733,2132,91,product_view,2023-05-27,42803,Mobile Web
8734,6948,425,page_view,2023-12-08,4819,App
8735,8499,279,purchase,2023-05-08,20602,Web
8736,3517,351,page_view,2023-02-09,16497,Web
8737,4433,378,product_view,2023-11-12,3099,App
8738,5992,401,add_to_cart,2023-02-24,15393,App
8739,8709,431,page_view,2023-01-01,8795,App
8740,101,390,add_to_cart,2023-01-16,22600,Web
8741,6061,230,product_view,2023-11-14,36137,App
8742,2148,359,checkout,2023-01-26,22325,App
8743,2221,385,page_view,2023-01-06,35179,App
8744,28,108,product_view,2023-05-21,22478,App
8745,4853,165,add_to_cart,2023-01-01,29350,App
8746,3337,140,add_to_cart,2023-06-05,20403,App
8747,2363,389,page_view,2023-08-16,45730,App
8748,4134,451,product_view,2023-07-15,11893,Mobile Web
8749,3677,231,checkout,2023-10-18,8750,App
8750,2376,3,checkout,2023-03-23,40531,App
8751,48,4,product_view,2023-02-19,43788,App
8752,7059,133,product_view,2023-01-28,44730,Web
8753,8198,106,add_to_cart,2023-07-08,20379,Web
8754,5534,279,checkout,2023-04-21,38118,Mobile Web
8755,8962,36,checkout,2023-11-27,20487,Mobile Web
8756,7603,104,page_view,2023-04-08,25360,App
8757,1363,9,page_view,2023-08-05,32129,App
8758,3341,236,add_to_cart,2023-07-10,12291,Mobile Web
8759,817,377,add_to_cart,2023-02-08,26265,App
8760,8,80,page_view,2023-05-24,33176,Web
8761,4873,95,page_view,2023-08-02,24628,App
8762,2533,148,product_view,2023-12-01,46338,App
8763,2760,160,page_view,2023-01-12,11920,App
8764,329,285,checkout,2023-06-02,3955,Web
8765,4876,362,product_view,2023-01-18,32445,App
8766,2386,370,add_to_cart,2023-03-03,47075,App
8767,3981,249,product_view,2023-06-04,15553,App
8768,2467,432,page_view,2023-03-14,32355,Web
8769,5330,202,page_view,2023-05-15,2551,Web
8770,1195,369,product_view,2023-08-22,14733,App
8771,101,165,page_view,2023-04-15,32272,App
8772,2462,90,page_view,2023-03-03,28656,Mobile Web
8773,6716,70,page_view,2023-11-22,17928,App
8774,323,74,page_view,2023-12-16,6615,App
8775,7833,18,product_view,2023-01-16,3515,Web
8776,3650,64,page_view,2023-09-01,39486,App
8777,4847,61,page_view,2023-03-31,35379,Web
8778,5756,369,page_view,2023-01-08,42347,Web
8779,607,399,add_to_cart,2023-02-27,30771,Mobile Web
8780,8709,21,add_to_cart,2023-02-14,25469,App
8781,9301,304,page_view,2023-05-01,47808,App
8782,4336,268,page_view,2023-08-22,6581,Web
8783,839,398,checkout,2023-10-24,24475,App
8784,1122,290,page_view,2023-12-22,35598,Mobile Web
8785,3966,278,page_view,2023-10-13,11591,Web
8786,3342,25,product_view,2023-05-20,25739,Web
8787,1337,33,product_view,2023-05-19,28559,App
8788,1260,119,page_view,2023-01-12,29317,App
8789,7193,378,page_view,2023-12-26,32493,Web
8790,645,36,add_to_cart,2023-10-16,38543,Mobile Web
8791,597,449,product_view,2023-09-03,764,Mobile Web
8792,6390,454,page_view,2023-02-02,43337,Mobile Web
8793,2811,180,page_view,2023-12-21,14192,Mobile Web
8794,4537,20,page_view,2023-03-20,24344,Web
8795,6770,198,product_view,2023-04-21,28476,App
8796,468,347,product_view,2023-02-03,19880,Mobile Web
8797,9157,118,page_view,2023-07-23,45567,Web
8798,9830,379,page_view,2023-12-14,18830,App
8799,2787,139,page_view,2023-07-13,34633,Mobile Web
8800,8419,377,add_to_cart,2023-01-16,39718,App
8801,2809,248,page_view,2023-01-20,40254,Web
8802,9497,472,add_to_cart,2023-09-12,28455,Web
8803,5790,493,page_view,2023-08-10,30143,Web
8804,8706,233,product_view,2023-08-27,30977,App
8805,212,276,product_view,2023-07-31,23038,Web
8806,770,215,checkout,2023-03-31,3824,App
8807,7532,69,purchase,2023-01-07,32490,App
8808,8623,369,purchase,2023-10-23,14069,App
8809,3259,479,page_view,2023-01-23,25055,Web
8810,260,243,page_view,2023-12-03,22484,Mobile Web
8811,1755,375,add_to_cart,2023-02-02,4318,Mobile Web
8812,46,67,product_view,2023-05-24,11561,Web
8813,877,287,product_view,2023-12-30,22621,App
8814,8155,319,product_view,2023-05-25,19193,Web
8815,2918,57,product_view,2023-09-03,16729,App
8816,1956,93,product_view,2023-04-14,38538,App
8817,9793,436,checkout,2023-05-17,3043,App
8818,2275,162,product_view,2023-01-13,35768,App
8819,7736,351,product_view,2023-12-10,23823,Web
8820,1740,333,product_view,2023-05-20,37969,App
8821,5667,300,product_view,2023-04-07,9513,App
8822,3191,367,add_to_cart,2023-05-01,25739,Web
8823,334,128,product_view,2023-12-20,23723,Web
8824,1531,124,product_view,2023-08-18,20049,Web
8825,556,118,product_view,2023-01-01,36804,App
8826,8923,110,checkout,2023-11-29,26169,App
8827,4824,151,checkout,2023-01-23,44689,App
8828,4034,75,checkout,2023-10-16,48648,Web
8829,1164,153,product_view,2023-08-11,37916,App
8830,6029,222,product_view,2023-10-14,11136,Mobile Web
8831,9492,81,page_view,2023-12-26,39032,App
8832,2021,112,add_to_cart,2023-09-08,19225,Web
8833,7686,374,product_view,2023-04-29,761,App
8834,6024,469,product_view,2023-01-25,2128,Mobile Web
8835,7445,450,add_to_cart,2023-05-27,25958,App
8836,3687,336,add_to_cart,2023-07-06,21397,Web
8837,1941,128,add_to_cart,2023-02-15,17049,App
8838,4397,22,checkout,2023-11-03,38356,App
8839,3072,465,checkout,2023-07-08,6520,App
8840,7017,297,page_view,2023-08-22,10005,Mobile Web
8841,3500,374,page_view,2023-08-30,32551,App
8842,9403,99,page_view,2023-10-06,49037,App
8843,4254,66,page_view,2023-03-25,42653,App
8844,7818,127,page_view,2023-07-11,27222,App
8845,9547,217,purchase,2023-12-04,31943,Web
8846,6026,26,page_view,2023-07-10,39042,App
8847,7577,108,product_view,2023-10-10,8623,App
8848,6608,316,product_view,2023-10-04,21289,App
8849,7754,415,page_view,2023-03-16,25570,Web
8850,7023,246,product_view,2023-06-14,10816,App
8851,4110,161,page_view,2023-11-24,16185,App
8852,3268,82,product_view,2023-06-27,31240,Mobile Web
8853,7073,370,page_view,2023-07-28,22847,App
8854,9428,377,page_view,2023-03-31,14550,Web
8855,5255,497,product_view,2023-10-25,1656,App
8856,4204,472,page_view,2023-07-25,41736,App
8857,5891,14,page_view,2023-07-10,34748,App
8858,4727,280,product_view,2023-08-28,4446,App
8859,6298,171,product_view,2023-06-27,25015,Web
8860,4443,360,add_to_cart,2023-05-30,17906,Web
8861,1049,311,purchase,2023-03-17,9344,App
8862,1960,69,page_view,2023-12-11,2959,Web
8863,9771,185,page_view,2023-09-11,20300,App
8864,3699,218,page_view,2023-12-12,26165,App
8865,8542,322,page_view,2023-10-05,13161,Web
8866,5676,140,product_view,2023-07-28,9312,App
8867,7892,185,add_to_cart,2023-07-04,48251,App
8868,1479,355,add_to_cart,2023-08-10,24213,Web
8869,1821,299,page_view,2023-02-14,19945,Web
8870,9434,375,add_to_cart,2023-11-05,14782,Web
8871,3931,189,purchase,2023-05-10,5423,App
8872,5366,355,product_view,2023-03-12,22201,Web
8873,9068,157,purchase,2023-06-20,17482,Web
8874,6604,310,product_view,2023-07-03,20735,App
8875,9734,480,product_view,2023-11-27,21044,App
8876,5787,377,page_view,2023-08-27,15856,App
8877,3702,414,page_view,2023-08-19,3140,App
8878,9012,336,product_view,2023-10-04,7012,App
8879,3910,38,page_view,2023-12-15,39201,Web
8880,8401,66,product_view,2023-03-26,17511,App
8881,1885,433,product_view,2023-01-22,44333,Web
8882,4503,53,checkout,2023-06-25,1388,App
8883,2129,366,checkout,2023-09-17,33052,Web
8884,7498,210,page_view,2023-11-17,2845,App
8885,8299,329,page_view,2023-03-16,13784,Web
8886,4030,193,add_to_cart,2023-11-03,32878,App
8887,1426,116,add_to_cart,2023-06-24,8820,Web
8888,4606,86,product_view,2023-10-04,20944,App
8889,9310,341,page_view,2023-11-20,21845,Mobile Web
8890,2130,146,page_view,2023-03-23,49057,App
8891,4057,411,add_to_cart,2023-10-21,4105,Mobile Web
8892,241,247,product_view,2023-03-13,49817,App
8893,8357,372,checkout,2023-04-16,13390,Web
8894,1497,108,product_view,2023-12-21,28726,Mobile Web
8895,304,145,product_view,2023-07-22,28453,Mobile Web
8896,4775,383,product_view,2023-02-11,31528,App
8897,912,120,product_view,2023-08-03,28298,App
8898,5094,394,page_view,2023-02-27,43362,Web
8899,6048,311,page_view,2023-09-14,10999,Mobile Web
8900,2762,223,add_to_cart,2023-10-06,3073,App
8901,606,90,page_view,2023-01-22,37170,Web
8902,1039,324,checkout,2023-09-24,45904,Web
8903,407,464,page_view,2023-02-23,32741,App
8904,1072,267,page_view,2023-10-22,40087,Web
8905,7831,316,page_view,2023-01-03,19335,App
8906,4210,193,page_view,2023-05-11,31188,Mobile Web
8907,6599,375,product_view,2023-10-09,19305,App
8908,4622,99,page_view,2023-12-07,35766,App
8909,6089,79,page_view,2023-03-26,11583,App
8910,4444,416,product_view,2023-04-27,37301,Web
8911,1453,109,product_view,2023-12-17,11396,Web
8912,2454,248,product_view,2023-12-30,45308,App
8913,5500,202,product_view,2023-06-21,20578,App
8914,5181,326,checkout,2023-09-08,14215,App
8915,6674,343,page_view,2023-03-01,26069,App
8916,2988,154,product_view,2023-06-16,15947,Mobile Web
8917,2790,5,page_view,2023-07-11,18780,App
8918,201,152,page_view,2023-10-08,2699,App
8919,7826,461,add_to_cart,2023-07-22,47282,App
8920,6201,462,purchase,2023-09-25,27975,App
8921,8975,83,product_view,2023-12-03,2888,App
8922,2761,2,page_view,2023-07-21,3535,App
8923,5226,384,page_view,2023-04-23,9737,App
8924,4922,46,page_view,2023-10-23,24753,App
8925,3714,241,page_view,2023-06-29,10789,App
8926,5653,154,page_view,2023-07-28,43848,App
8927,9131,107,product_view,2023-12-19,15389,App
8928,3117,415,product_view,2023-02-24,4859,Web
8929,3618,415,add_to_cart,2023-04-26,14553,Mobile Web
8930,5191,404,page_view,2023-11-24,33847,App
8931,8956,283,add_to_cart,2023-11-26,14494,App
8932,2895,190,page_view,2023-08-21,16561,App
8933,9447,373,page_view,2023-03-21,43002,App
8934,4620,360,page_view,2023-12-22,1510,Web
8935,7291,275,page_view,2023-04-07,35489,Web
8936,9991,284,product_view,2023-01-01,12588,Web
8937,5189,363,product_view,2023-09-16,45609,App
8938,4967,246,page_view,2023-02-25,36536,App
8939,9462,56,page_view,2023-09-11,31719,Web
8940,7541,254,checkout,2023-03-15,34761,App
8941,4194,174,purchase,2023-02-06,47362,Web
8942,5442,398,product_view,2023-12-22,15071,App
8943,8905,105,page_view,2023-06-06,43702,Mobile Web
8944,8866,326,product_view,2023-05-04,27233,App
8945,4605,125,page_view,2023-07-27,25615,App
8946,9134,460,page_view,2023-06-05,36634,App
8947,943,391,page_view,2023-04-18,45347,Web
8948,4472,464,checkout,2023-10-05,3000,Web
8949,3744,359,product_view,2023-11-23,2600,App
8950,6284,403,product_view,2023-02-19,17695,App
8951,3837,249,page_view,2023-04-08,31323,App
8952,2429,442,purchase,2023-01-13,20762,App
8953,9382,163,page_view,2023-01-09,26334,App
8954,3625,415,product_view,2023-01-16,45863,App
8955,9445,166,product_view,2023-06-01,4795,App
8956,7392,328,add_to_cart,2023-03-03,46248,App
8957,7928,362,page_view,2023-04-17,22568,Mobile Web
8958,1910,302,page_view,2023-04-06,15123,Web
8959,2675,458,page_view,2023-12-15,12357,App
8960,3325,81,add_to_cart,2023-02-06,38011,Mobile Web
